# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 13 10:46:08 2018
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_k2:          Ks-band (2MASS) [mag]
#
loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_ratdor,pl_ratror,pl_rade,st_rad,st_kep,st_k2
72,EPIC 201403446,EPIC 201403446.01,K2-46 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,11h37m03.92s,174.266342,-00d54m26.1s,-0.907261,19.15410000,2456815.335300,,0.01450,2.050,1.29,11.995,10.781
73,EPIC 201403446,EPIC 201403446.01,K2-46 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,11h37m03.92s,174.266342,-00d54m26.1s,-0.907261,19.15454000,2456815.336390,18.822359,0.01705,2.471,1.33,11.995,10.781
74,EPIC 201403446,EPIC 201403446.01,K2-46 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,,0,11h37m03.92s,174.266342,-00d54m26.1s,-0.907261,19.15344000,2456815.341200,27.050000,,2.040,1.12,11.995,10.781
75,EPIC 201403446,EPIC 201403446.01,K2-46 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,11h37m03.92s,174.266342,-00d54m26.1s,-0.907261,19.15376500,2456815.337000,,0.01692,2.650,1.32,11.995,10.781
76,EPIC 201407812,EPIC 201407812.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,11h36m10.59s,174.044144,-00d50m26.5s,-0.840699,2.82681210,2456812.488000,,0.45600,40.100,0.98,11.858,10.399
77,EPIC 201427874,EPIC 201427874.01,K2-163 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,12h09m19.04s,182.329346,-00d32m20.6s,-0.539055,6.67311700,2457582.848380,15.663288,0.02966,2.466,0.76,12.819,10.627
78,EPIC 201437844,EPIC 201437844.01,HD 106315 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,12h13m53.39s,183.472473,-00d23m36.5s,-0.393484,9.55451500,2457586.543400,18.295501,0.01677,2.329,1.27,9.234,7.853
79,EPIC 201437844,EPIC 201437844.02,HD 106315 c,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,12h13m53.39s,183.472473,-00d23m36.5s,-0.393484,21.05750400,2457590.074540,32.967845,0.03091,4.294,1.27,9.234,7.853
80,EPIC 201441872,EPIC 201441872.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,11h34m24.10s,173.600418,-00d20m04.5s,-0.334585,4.44125800,2456812.871290,10.962068,0.01236,1.124,0.83,12.088,10.484
81,EPIC 201441872,EPIC 201441872.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,0,11h34m24.10s,173.600418,-00d20m04.5s,-0.334585,4.44164210,2456812.872000,,0.01089,1.170,0.90,12.088,10.484
82,EPIC 201445392,EPIC 201445392.01,K2-8 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,10.35326300,2456813.610000,,0.03636,3.090,0.73,14.384,12.245
83,EPIC 201445392,EPIC 201445392.01,K2-8 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,,1,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,10.35848367,2456813.595802,,,,,14.384,12.245
84,EPIC 201445392,EPIC 201445392.01,K2-8 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,10.35350000,2456813.608700,,0.03770,3.320,0.80,14.384,12.245
85,EPIC 201445392,EPIC 201445392.02,K2-8 c,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,5.06390640,2456813.071000,,0.02909,2.460,0.73,14.384,12.245
86,EPIC 201445392,EPIC 201445392.02,K2-8 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,1,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,5.06408000,2456813.072300,,0.02790,2.440,0.80,14.384,12.245
87,EPIC 201445392,EPIC 201445392.01,K2-8 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,,0,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,10.35176000,2456813.611900,24.940000,,2.970,0.74,14.384,12.245
88,EPIC 201445392,EPIC 201445392.02,K2-8 c,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,,0,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,5.06468000,2456813.066300,15.490000,,2.310,0.74,14.384,12.245
89,EPIC 201460826,EPIC 201460826.01,K2-164 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,11h27m44.08s,171.933670,-00d03m46.2s,-0.062840,17.35568100,2456816.737000,,0.01418,1.810,1.06,11.130,9.775
90,EPIC 201460826,EPIC 201460826.01,K2-164 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,11h27m44.08s,171.933670,-00d03m46.2s,-0.062840,17.35506600,2456816.736960,13.912102,0.01357,3.249,2.20,11.130,9.775
91,EPIC 201465501,EPIC 201465501.01,K2-9 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,11h45m03.47s,176.264465,+00d00m19.1s,0.005301,18.44865300,2456822.671000,,0.05692,3.330,0.52,14.957,11.495
92,EPIC 201465501,EPIC 201465501.01,K2-9 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,1,11h45m03.47s,176.264465,+00d00m19.1s,0.005301,18.44740000,2456822.674400,,0.11000,5.600,0.47,14.957,11.495
93,EPIC 201465501,EPIC 201465501.01,K2-9 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,,0,11h45m03.47s,176.264465,+00d00m19.1s,0.005301,18.44883000,2456822.672300,74.760000,,1.600,0.25,14.957,11.495
94,EPIC 201488365,EPIC 201488365.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,11h12m45.10s,168.187897,+00d20m52.8s,0.348009,3.36431150,2456812.224000,,0.62480,85.600,1.32,8.814,7.211
95,EPIC 201497682,EPIC 201497682.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,11h15m44.79s,168.936646,+00d29m17.2s,0.488114,7.79915860,2456814.271000,,0.01829,1.570,0.70,13.740,11.438
96,EPIC 201497682,EPIC 201497682.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,11h15m44.79s,168.936646,+00d29m17.2s,0.488114,13.83781400,2456820.957000,,0.02306,1.960,0.70,13.740,11.438
97,EPIC 201505350,EPIC 201505350.03,K2-19 d,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,2.50828300,2456811.430720,7.582944,0.01274,1.159,0.83,12.806,11.161
98,EPIC 201505350,EPIC 201505350.02,K2-19 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,,0,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,7.91943000,2456813.383600,18.350000,,7.110,0.81,12.806,11.161
99,EPIC 201505350,EPIC 201505350.01,K2-19 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,,0,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,11.90691000,2456817.276400,24.090000,,4.310,0.81,12.806,11.161
100,EPIC 201505350,EPIC 201505350.02,K2-19 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,Candidate identifier changed to match previous publication.,,0,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,7.91949790,2456813.383000,,0.07517,7.460,0.84,12.806,11.161
101,EPIC 201505350,EPIC 201505350.03,K2-19 d,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,2.50848940,2456811.428000,,0.01312,1.260,0.84,12.806,11.161
102,EPIC 201505350,EPIC 201505350.01,K2-19 c,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,Candidate identifier changed to match previous publication.,,0,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,11.90767000,2456817.275000,,0.04650,4.430,0.84,12.806,11.161
103,EPIC 201505350,EPIC 201505350.03,K2-19 d,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,2.50858000,2456811.428400,,0.01100,1.220,1.01,12.806,11.161
104,EPIC 201505350,EPIC 201505350.01,K2-19 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,11.90724000,2456817.275450,,0.04440,4.930,1.01,12.806,11.161
105,EPIC 201505350,EPIC 201505350.02,K2-19 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,7.91952000,2456813.383190,,0.07446,8.200,1.01,12.806,11.161
106,EPIC 201505350,EPIC 201505350.02,K2-19 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,,0,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,7.91952314,2456829.222276,,,,,12.806,11.161
107,EPIC 201505350,EPIC 201505350.01,K2-19 c,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,11.90762500,2456817.275140,23.426382,0.04455,4.052,0.83,12.806,11.161
108,EPIC 201505350,EPIC 201505350.02,K2-19 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,7.91949300,2456813.383340,19.554603,0.07423,6.751,0.83,12.806,11.161
109,EPIC 201512465,EPIC 201512465.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,1,11h34m15.10s,173.562927,+00d42m50.3s,0.713972,2.33293000,2456810.151600,,0.12000,3.200,0.22,17.614,13.362
110,EPIC 201512465,EPIC 201512465.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,0,11h34m15.10s,173.562927,+00d42m50.3s,0.713972,2.33309820,2456812.482000,,0.10610,5.480,0.50,17.614,13.362
111,EPIC 201516974,EPIC 201516974.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,0,11h37m15.48s,174.314484,+00d46m59.3s,0.783149,36.76233700,2456819.743000,,0.03712,3.440,0.75,11.238,9.270
112,EPIC 201516974,EPIC 201516974.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....151..159S target=ref>Schmitt et al. 2016</a>,CANDIDATE,,,1,11h37m15.48s,174.314484,+00d46m59.3s,0.783149,36.70990000,2456819.805600,6.900000,0.04890,,,11.238,9.270
113,EPIC 201528215,EPIC 201528215.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,11h31m13.01s,172.804214,+00d57m30.9s,0.958577,6.39913980,2456816.154000,,0.01901,1.850,0.80,13.463,11.711
114,EPIC 201528828,EPIC 201528828.01,K2-165 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,12h19m36.08s,184.900330,+00d58m06.2s,0.968397,2.35499200,2457584.482730,9.208522,0.01453,1.274,0.80,11.415,9.536
115,EPIC 201528828,EPIC 201528828.02,K2-165 c,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,12h19m36.08s,184.900330,+00d58m06.2s,0.968397,4.38274500,2457584.213110,10.510761,0.01773,1.554,0.80,11.415,9.536
116,EPIC 201528828,EPIC 201528828.03,K2-165 d,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,12h19m36.08s,184.900330,+00d58m06.2s,0.968397,14.10136100,2457586.758100,27.729097,0.03020,2.648,0.80,11.415,9.536
117,EPIC 201534540,EPIC 201534540.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,11h26m36.28s,171.651169,+01d03m18.8s,1.055233,2.72273204,2456814.491832,,,,,8.197,7.488
118,EPIC 201546136,EPIC 201546136.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,11h16m35.30s,169.147064,+01d13m42.6s,1.228497,1.96685790,2456810.595000,,0.01764,1.510,0.77,13.812,11.951
119,EPIC 201546283,EPIC 201546283.01,K2-27 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,,0,11h26m03.64s,171.515167,+01d13m50.7s,1.230738,6.77093147,2456819.620600,,,,,12.428,10.704
120,EPIC 201546283,EPIC 201546283.01,K2-27 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,11h26m03.64s,171.515167,+01d13m50.7s,1.230738,6.77140210,2456812.845000,,0.04922,4.680,0.81,12.428,10.704
121,EPIC 201546283,EPIC 201546283.01,K2-27 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,11h26m03.64s,171.515167,+01d13m50.7s,1.230738,6.77131500,2456812.844840,,0.04740,5.360,1.03,12.428,10.704
122,EPIC 201546283,EPIC 201546283.01,K2-27 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,,0,11h26m03.64s,171.515167,+01d13m50.7s,1.230738,6.77131000,2456812.844000,17.560000,,5.770,0.88,12.428,10.704
123,EPIC 201546283,EPIC 201546283.01,K2-27 b,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,11h26m03.64s,171.515167,+01d13m50.7s,1.230738,6.77138900,2456812.844690,18.214701,0.04911,4.580,0.86,12.428,10.704
124,EPIC 201549860,EPIC 201549860.01,K2-35 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,5.60906000,2456812.115300,,0.02550,1.690,0.60,13.917,11.423
125,EPIC 201549860,EPIC 201549860.01,K2-35 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,,1,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,5.60836000,2456812.119000,19.130000,0.02900,1.940,,13.917,11.423
126,EPIC 201549860,EPIC 201549860.01,K2-35 c,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,5.60967748,2456817.718241,,,,,13.917,11.423
127,EPIC 201549860,EPIC 201549860.02,K2-35 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,2.39991000,2456810.585900,,0.01640,1.080,0.60,13.917,11.423
128,EPIC 201549860,EPIC 201549860.02,K2-35 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,2.39964630,2456810.590000,,0.01855,1.520,0.67,13.917,11.423
129,EPIC 201549860,EPIC 201549860.02,K2-35 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,,1,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,2.39996000,2456810.584000,10.540000,0.02000,1.320,,13.917,11.423
130,EPIC 201549860,EPIC 201549860.01,K2-35 c,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,5.60894650,2456812.116000,,0.02772,2.170,0.67,13.917,11.423
131,EPIC 201549860,EPIC 201549860.01,K2-35 c,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,5.60840000,2456812.118100,17.420000,,2.200,0.69,13.917,11.423
132,EPIC 201555883,EPIC 201555883.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,FALSE POSITIVE,,,1,11h44m18.23s,176.075943,+01d22m33.4s,1.375947,,,,,,0.52,15.060,12.431
133,EPIC 201556134,EPIC 201556134.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,11h51m42.03s,177.925110,+01d22m46.7s,1.379641,12.72674300,2456822.000000,,0.02141,1.910,0.73,14.293,12.201
134,EPIC 201563164,EPIC 201563164.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,11h48m33.61s,177.140030,+01d28m59.3s,1.483144,0.18746328,2456810.308000,,0.12360,217.000,17.27,17.292,
135,EPIC 201565013,EPIC 201565013.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CANDIDATE,,,0,11h47m58.12s,176.992188,+01d30m36.9s,1.510249,8.63810000,2456811.428400,28.070000,,15.990,0.50,16.907,14.084
136,EPIC 201565013,EPIC 201565013.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,,1,11h47m58.12s,176.992188,+01d30m36.9s,1.510249,8.63829000,2456811.427540,,0.14080,6.810,0.44,16.907,14.084
137,EPIC 201565013,EPIC 201565013.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,0,11h47m58.12s,176.992188,+01d30m36.9s,1.510249,8.63826310,2456811.428000,,0.16200,8.530,0.50,16.907,14.084
138,EPIC 201569483,EPIC 201569483.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,FALSE POSITIVE,,,0,11h08m41.11s,167.171295,+01d34m39.0s,1.577513,5.79687000,2456813.313500,15.680000,,27.810,0.79,11.771,9.883
139,EPIC 201569483,EPIC 201569483.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,11h08m41.11s,167.171295,+01d34m39.0s,1.577513,5.79688610,2456813.313000,,0.32320,24.200,0.72,11.771,9.883
140,EPIC 201577035,EPIC 201577035.01,K2-10 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,,0,11h28m29.27s,172.121964,+01d41m26.3s,1.690636,19.30370000,2456819.583700,,0.03670,4.370,1.08,12.296,10.645
141,EPIC 201577035,EPIC 201577035.01,K2-10 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,,0,11h28m29.27s,172.121964,+01d41m26.3s,1.690636,19.29206200,2456819.600774,,,,,12.296,10.645
142,EPIC 201577035,EPIC 201577035.01,K2-10 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,11h28m29.27s,172.121964,+01d41m26.3s,1.690636,19.30704400,2456819.577500,38.590601,0.03796,3.735,0.90,12.296,10.645
143,EPIC 201577035,EPIC 201577035.01,K2-10 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...25M target=ref>Montet et al. 2015</a>,CONFIRMED,,,0,11h28m29.27s,172.121964,+01d41m26.3s,1.690636,19.30691000,2456819.576800,32.740000,,3.920,0.93,12.296,10.645
144,EPIC 201577035,EPIC 201577035.01,K2-10 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,,0,11h28m29.27s,172.121964,+01d41m26.3s,1.690636,19.30710700,2456819.577000,,0.03726,3.830,0.86,12.296,10.645
145,EPIC 201577112,EPIC 201577112.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,11h50m50.15s,177.708939,+01d41m30.7s,1.691867,22.19799200,2456826.004000,,0.11200,5.340,0.40,16.100,12.995
146,EPIC 201588420,EPIC 201588420.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,,1,11h23m44.27s,170.934448,+01d51m50.3s,1.863959,3.29089980,2456813.490000,,0.01804,1.570,0.72,13.311,11.122
